,0,1,2,3,4,5,6
210,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_12_319.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_12_319.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_12_319.jpg,0.0,0.0,0.0,4.978466
211,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_43_027.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_43_027.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_43_027.jpg,0.0,0.0,0.0,25.78129
212,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_11_132.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_11_132.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_11_132.jpg,0.0,0.6108468,0.0,14.53088
213,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_05_997.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_05_997.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_05_997.jpg,0.0,0.0,0.0,27.91333
214,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_09_064.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_09_064.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_09_064.jpg,0.0,0.0,0.0,28.0943
215,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_48_072.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_48_072.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_48_072.jpg,0.0,0.0,0.0,9.103096
216,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_36_726.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_36_726.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_36_726.jpg,0.0,0.0,0.0,11.16578
217,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_01_00_266.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_01_00_266.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_01_00_266.jpg,0.0,1.0,0.0,30.18976
218,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_44_994.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_44_994.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_44_994.jpg,0.0,0.0,0.0,6.78803
219,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_32_804.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_32_804.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_32_804.jpg,0.0,0.6972679,0.0,19.74157
220,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_02_083.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_02_083.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_02_083.jpg,0.0,0.0,0.0,11.41114
221,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_23_873.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_23_873.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_23_873.jpg,0.0,0.0,0.0,11.93232
222,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_06_692.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_06_692.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_06_692.jpg,0.0,0.0,0.0,15.94229
223,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_18_209.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_18_209.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_18_209.jpg,0.0,1.0,0.0,30.19061
224,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_13_041.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_13_041.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_13_041.jpg,0.0,0.0,0.0,4.619769
225,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_51_710.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_51_710.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_51_710.jpg,0.0,0.0,0.0,11.78423
226,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_03_384.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_03_384.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_03_384.jpg,0.0,0.0,0.0,15.69782
227,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_35_344.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_35_344.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_35_344.jpg,0.0,0.0,0.0,12.61317
228,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_44_222.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_44_222.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_44_222.jpg,0.0,0.0,0.0,29.6376
229,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_33_298.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_33_298.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_33_298.jpg,0.0,0.0,0.0,15.70563
230,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_52_437.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_52_437.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_52_437.jpg,0.0,0.3307759,0.0,28.84382
231,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_41_137.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_41_137.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_41_137.jpg,0.0,0.0,0.0,17.60682
232,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_01_30_634.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_01_30_634.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_01_30_634.jpg,0.0,1.0,0.0,11.46401
233,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_26_338.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_26_338.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_26_338.jpg,0.0,0.0,0.0,18.87861
234,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_02_080.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_02_080.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_02_080.jpg,0.0,0.3807363,0.0,8.250944
235,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_09_05_259.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_09_05_259.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_09_05_259.jpg,0.0,0.0,0.0,15.9428
236,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_42_418.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_42_418.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_42_418.jpg,0.0,1.0,0.0,30.19062
237,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_14_358.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_14_358.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_14_358.jpg,0.0,0.0,0.0,19.15853
238,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_41_179.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_41_179.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_41_179.jpg,0.0,0.0,0.0,11.36839
239,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_22_472.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_22_472.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_22_472.jpg,0.0,0.0,0.0,26.24905
240,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_57_069.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_57_069.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_57_069.jpg,0.0,0.0,0.0,17.89474
241,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_00_348.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_00_348.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_00_348.jpg,0.0,0.9583395,0.0,14.66787
242,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_39_588.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_39_588.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_39_588.jpg,0.0,0.0,0.0,11.44087
243,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_14_996.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_14_996.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_14_996.jpg,0.0,1.0,0.0,16.78078
244,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_56_43_652.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_56_43_652.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_56_43_652.jpg,0.0,0.0,0.0,17.15772
245,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_02_968.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_02_968.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_02_968.jpg,0.0,0.9534218,0.0,8.271186
246,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_56_473.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_56_473.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_56_473.jpg,0.0,0.6603909,0.0,12.52543
247,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_43_394.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_43_394.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_43_394.jpg,0.0,0.0,0.0,24.85772
248,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_32_535.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_32_535.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_32_535.jpg,0.0,0.6663391,0.0,16.95816
249,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_49_334.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_49_334.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_49_334.jpg,0.0,0.0,0.0,9.857645
250,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_54_442.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_54_442.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_54_442.jpg,0.0,0.0,0.0,9.709747
251,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_26_185.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_26_185.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_26_185.jpg,0.0,0.0,0.0,11.2087
252,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_41_270.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_41_270.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_41_270.jpg,0.0,1.0,0.0,30.19049
253,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_56_55_342.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_56_55_342.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_56_55_342.jpg,0.0,0.0,0.0,9.487341
254,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_25_871.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_25_871.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_25_871.jpg,0.0,0.0,0.0,9.049572
255,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_23_792.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_23_792.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_23_792.jpg,0.0,1.0,0.0,14.55102
256,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_54_245.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_54_245.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_54_245.jpg,0.0,0.0,0.0,13.1087
257,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_50_280.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_50_280.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_50_280.jpg,0.0,0.0,0.0,9.139084
258,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_28_433.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_28_433.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_28_433.jpg,0.0,0.0,0.0,14.61455
259,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_58_439.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_58_439.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_58_439.jpg,0.0,0.0,0.0,16.44687
260,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_16_152.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_16_152.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_16_152.jpg,0.0,1.0,0.0,30.19061
261,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_58_136.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_58_136.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_58_136.jpg,0.0,1.0,0.0,15.93996
262,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_29_846.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_29_846.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_29_846.jpg,0.0,0.0,0.0,17.71982
263,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_21_050.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_21_050.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_21_050.jpg,0.0,0.0,0.0,15.95002
264,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_19_205.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_19_205.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_19_205.jpg,0.0,0.0,0.0,20.6947
265,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_48_119.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_48_119.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_48_119.jpg,0.0,0.02275184,0.0,25.9437
266,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_33_397.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_33_397.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_33_397.jpg,0.0,0.0,0.0,15.53376
267,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_46_617.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_46_617.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_46_617.jpg,0.0,0.0,0.0,17.53101
268,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_51_924.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_51_924.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_51_924.jpg,0.0,0.0,0.0,20.49782
269,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_01_15_230.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_01_15_230.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_01_15_230.jpg,0.0,1.0,0.0,21.6634
270,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_32_173.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_32_173.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_32_173.jpg,0.0,1.0,0.0,13.1071
271,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_40_245.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_40_245.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_40_245.jpg,0.0,1.0,0.0,30.19061
272,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_16_712.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_16_712.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_16_712.jpg,0.0,1.0,0.0,30.19061
273,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_14_350.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_14_350.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_14_350.jpg,0.0,0.0,0.0,16.22588
274,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_37_394.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_37_394.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_37_394.jpg,0.0,0.0,0.0,28.17962
275,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_46_754.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_46_754.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_46_754.jpg,0.0,0.0,0.0,13.87579
276,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_01_217.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_01_217.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_01_217.jpg,0.0,1.0,0.0,23.76734
277,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_14_114.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_14_114.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_14_114.jpg,0.0,1.0,0.0,18.93302
278,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_32_019.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_32_019.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_32_019.jpg,0.0,1.0,0.0,11.53872
279,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_16_479.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_16_479.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_16_479.jpg,0.0,1.0,0.0,20.31903
280,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_33_690.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_33_690.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_33_690.jpg,0.0,0.0,0.0,18.29266
281,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_51_097.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_51_097.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_51_097.jpg,0.0,0.0,0.0,18.88219
282,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_15_227.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_15_227.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_15_227.jpg,0.0,1.0,0.0,29.85877
283,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_46_067.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_46_067.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_46_067.jpg,0.0,0.0,0.0,13.11467
284,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_12_206.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_12_206.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_12_206.jpg,0.0,0.0,0.0,11.67895
285,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_17_013.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_17_013.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_17_013.jpg,0.0,0.0,0.0,12.02816
286,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_37_673.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_37_673.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_37_673.jpg,0.0,0.0,0.0,10.25152
287,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_56_298.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_56_298.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_56_298.jpg,0.0,1.0,0.0,17.11516
288,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_25_141.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_25_141.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_25_141.jpg,0.0,0.0,0.0,16.05378
289,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_49_909.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_49_909.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_49_909.jpg,0.0,0.0,0.0,19.14207
290,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_40_661.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_40_661.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_40_661.jpg,0.0,0.0,0.0,16.3849
291,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_11_453.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_11_453.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_11_453.jpg,0.0,0.0,0.0,19.85292
292,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_09_03_153.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_09_03_153.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_09_03_153.jpg,0.0,0.0,0.0,19.9671
293,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_33_072.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_33_072.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_33_072.jpg,0.0,0.0,0.0,18.75311
294,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_56_43_436.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_56_43_436.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_56_43_436.jpg,0.0,0.0,0.0,17.00326
295,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_44_475.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_44_475.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_44_475.jpg,0.0,0.0,0.0,28.93221
296,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_32_438.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_32_438.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_32_438.jpg,0.0,0.0,0.0,27.48013
297,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_54_887.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_54_887.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_54_887.jpg,0.0,0.0,0.0,18.56264
298,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_51_581.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_51_581.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_51_581.jpg,0.0,0.3216256,0.0,21.01563
299,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_43_837.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_43_837.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_43_837.jpg,0.0,0.0,0.0,12.87087
300,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_36_178.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_36_178.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_36_178.jpg,0.0,0.9244035,0.0,13.44975
301,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_35_232.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_35_232.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_35_232.jpg,0.0,0.0,0.0,20.49147
302,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_03_495.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_03_495.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_03_495.jpg,0.0,0.0,0.0,15.50963
303,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_11_542.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_11_542.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_11_542.jpg,0.0,0.0,0.0,10.38344
